region,price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_bins
inland empire,18900,2014,lexus,gs 350,like new,5,gas,automatic,4wd,sedan,50k-100k
others,11000,2003,jeep,wrangler,excellent,6,gas,manual,4wd,SUV,150k-200k
seattle-tacoma,21518,2004,chrysler,pacifica,excellent,6,gas,automatic,fwd,wagon,150k-200k
others,19990,2017,subaru,impreza 2.0i limited,good,5,gas,other,4wd,sedan,0-20k
others,20990,2018,hyundai,santa fe sport utility,good,5,gas,other,fwd,SUV,20k-50k
others,21518,2003,honda,cr-v,excellent,4,gas,automatic,4wd,other,150k-200k
others,26500,2017,bmw,x1 xdrive 28i,like new,4,gas,automatic,4wd,SUV,20k-50k
others,21777,2017,others,v60 cross country,good,5,gas,automatic,4wd,sedan,50k-100k
stockton,27950,2017,others,qx60,like new,6,gas,automatic,4wd,SUV,20k-50k
portland,21518,2005,nissan,altima 2.5 s sedan 4d,excellent,4,gas,automatic,fwd,sedan,100k-150k
grand rapids,10400,2011,dodge,journey crew,excellent,6,gas,automatic,fwd,SUV,50k-100k
baltimore,9799,2014,ford,Scion tC,good,4,gas,automatic,fwd,coupe,100k-150k
houston,21518,2008,honda,pilot 4d sport utility,good,5,gas,automatic,4wd,sedan,0-20k
"washington, DC",8500,2010,volkswagen,passat,good,4,gas,automatic,fwd,wagon,50k-100k
others,21518,2010,hyundai,sonata,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,12495,2012,lexus,es 350,excellent,6,gas,automatic,fwd,sedan,100k-150k
minneapolis / st paul,22998,2018,jeep,cherokee,good,5,gas,automatic,4wd,SUV,20k-50k
others,33590,2014,toyota,tundra crewmax sr5 pickup,good,5,other,other,4wd,pickup,50k-100k
others,14000,2013,honda,pilot,excellent,6,gas,automatic,fwd,SUV,100k-150k
"st louis, MO",9695,2011,toyota,venza,good,4,gas,automatic,fwd,wagon,100k-150k
others,16999,2019,others,eclipse cross es 4x4,good,5,gas,automatic,4wd,SUV,20k-50k
others,18995,2010,ford,f-150,good,5,gas,automatic,4wd,truck,150k-200k
others,21518,2010,ford,HONDA/CIVIC,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,23381,2014,chevrolet,tahoe,good,8,gas,automatic,rwd,SUV,50k-100k
baltimore,21518,2008,toyota,prius,excellent,4,gas,automatic,fwd,hatchback,200k-300k
las vegas,21498,2010,toyota,tacoma double cab,good,6,gas,automatic,4wd,pickup,50k-100k
charlotte,19581,2013,ford,f-150,good,8,gas,automatic,4wd,pickup,100k-150k
others,8995,2015,kia,forte,good,4,gas,automatic,fwd,sedan,50k-100k
others,16495,2015,volkswagen,golf gti,good,4,gas,automatic,fwd,other,20k-50k
others,21518,2006,others,tribute,good,4,gas,automatic,fwd,SUV,20k-50k
SF bay area,34990,2019,ford,f150 supercrew cab xl,good,8,gas,other,4wd,pickup,20k-50k
others,7300,2007,toyota,sequoia limited 4wd,good,8,gas,automatic,4wd,SUV,200k-300k
others,20000,1923,ford,model t,like new,5,gas,automatic,4wd,sedan,0-20k
others,20949,2013,mercedes-benz,gl-class,good,8,gas,automatic,4wd,SUV,50k-100k
austin,19581,2015,nissan,altima,good,5,gas,automatic,4wd,sedan,50k-100k
tucson,19990,2018,hyundai,ioniq plug-in hybrid,good,5,other,other,fwd,hatchback,20k-50k
cincinnati,21518,2006,others,f-150,good,6,diesel,manual,4wd,sedan,500k+
others,19977,2017,subaru,crosstrek,good,5,gas,manual,4wd,SUV,20k-50k
others,14500,1984,ram,f-150,good,5,gas,automatic,4wd,sedan,50k-100k
others,19581,2020,ford,f-350sd,excellent,5,gas,automatic,4wd,pickup,0-20k
others,7799,2010,toyota,prius,excellent,5,hybrid,automatic,fwd,sedan,150k-200k
others,48888,2015,ford,f250,good,5,diesel,automatic,4wd,sedan,100k-150k
others,10999,2016,others,3,excellent,5,gas,manual,fwd,hatchback,100k-150k
others,15995,2015,chevrolet,equinox,good,6,gas,automatic,4wd,SUV,20k-50k
pittsburgh,17590,2014,others,s60 t5 sedan 4d,good,5,gas,other,4wd,sedan,50k-100k
others,21518,2008,chrysler,sebring,good,6,gas,automatic,fwd,convertible,100k-150k
others,19581,2017,ford,f-250sd,excellent,8,gas,automatic,4wd,truck,50k-100k
others,19581,2015,chevrolet,silverado 2500hd,excellent,8,diesel,automatic,4wd,truck,100k-150k
oklahoma city,21518,2003,toyota,camry,good,6,gas,automatic,fwd,sedan,200k-300k
atlanta,36990,2017,ford,f150 super cab lariat,good,6,gas,other,4wd,pickup,20k-50k
others,11500,2006,chrysler,crossfire,like new,6,gas,automatic,4wd,sedan,20k-50k
others,19581,1997,ford,ranger,fair,4,gas,manual,rwd,pickup,150k-200k
tucson,19581,2007,jeep,wrangler,good,5,other,automatic,4wd,sedan,100k-150k
others,20995,2010,chevrolet,silverado 1500,good,5,gas,automatic,4wd,truck,50k-100k
others,19581,2018,ram,1500 tradesman hemi 4x4,excellent,8,gas,automatic,4wd,truck,20k-50k
phoenix,21518,2002,ford,expedition xlt,good,5,gas,automatic,4wd,sedan,150k-200k
others,15588,2015,ford,fusion se,good,4,gas,automatic,fwd,sedan,20k-50k
atlanta,28590,2020,hyundai,kona ultimate sport,good,5,other,other,fwd,other,0-20k
others,23999,2017,jeep,renegade,good,0,gas,automatic,4wd,SUV,0-20k
others,26750,2017,ram,1500,excellent,8,gas,automatic,4wd,pickup,150k-200k
houston,22990,2014,toyota,tundra sr5,like new,5,gas,automatic,4wd,sedan,0-20k
others,21518,2003,hyundai,elantra,good,4,gas,automatic,4wd,sedan,20k-50k
others,7999,2005,ford,mustang deluxe,excellent,6,gas,other,4wd,coupe,150k-200k
others,21518,2008,jeep,patriot,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,39990,2020,acura,mdx sh-awd sport utility,good,6,gas,other,4wd,other,0-20k
others,19581,2004,chrysler,town & country touring,good,5,gas,automatic,4wd,sedan,200k-300k
baltimore,19581,1994,ford,ranger,good,5,gas,automatic,rwd,truck,100k-150k
spokane / coeur d'alene,23998,2020,chevrolet,trax lt,like new,5,gas,automatic,4wd,sedan,0-20k
others,8400,2014,kia,soul,excellent,4,gas,automatic,fwd,hatchback,100k-150k
others,13995,1999,toyota,tacoma,excellent,5,gas,automatic,rwd,pickup,100k-150k
columbus,18590,2018,hyundai,sonata sel sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,19581,2007,nissan,altima,excellent,4,gas,automatic,fwd,sedan,200k-300k
others,16995,2007,toyota,tundra,good,5,gas,automatic,4wd,other,100k-150k
others,8995,2013,nissan,altima 2.5 s bluetooth f,good,4,gas,automatic,fwd,sedan,100k-150k
las vegas,19581,2011,ford,Super Duty F-250 SRW,good,8,diesel,automatic,4wd,pickup,20k-50k
others,26990,2014,lexus,ls 460 sedan 4d,good,5,other,automatic,rwd,sedan,50k-100k
others,47998,2018,toyota,tundra platinum,good,8,gas,automatic,4wd,sedan,50k-100k
others,10995,2004,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,truck,100k-150k
others,39950,2016,ford,f-150 platinum crew cab 4x4,good,5,gas,automatic,4wd,sedan,50k-100k
austin,23990,2020,volkswagen,tiguan s 4motion,good,5,other,other,4wd,other,0-20k
others,23990,2019,others,outlander gt sport,good,6,gas,other,4wd,SUV,20k-50k
others,21518,2007,honda,accord,good,5,gas,automatic,4wd,sedan,150k-200k
sacramento,21518,2019,ram,2500 4wd,excellent,5,diesel,automatic,4wd,sedan,20k-50k
milwaukee,21518,2009,honda,cr-v ex-l,good,5,gas,automatic,fwd,sedan,150k-200k
others,16783,2017,chevrolet,trax,good,5,gas,automatic,4wd,SUV,20k-50k
orlando,19581,2013,kia,sorento,good,5,gas,automatic,4wd,sedan,100k-150k
others,25990,2019,dodge,grand caravan passenger se,good,6,gas,other,fwd,van,0-20k
las vegas,26590,2013,mercedes-benz,cls-class cls 550,good,5,other,other,4wd,coupe,50k-100k
tampa bay area,12588,2009,others,sport,good,8,gas,automatic,4wd,SUV,100k-150k
others,23995,2015,ford,f150 lariat,excellent,5,gas,automatic,4wd,sedan,100k-150k
others,11000,2006,jeep,wrangler,good,6,gas,automatic,4wd,SUV,100k-150k
spokane / coeur d'alene,36898,2019,ram,1500 big horn/lone star,good,8,gas,automatic,4wd,sedan,50k-100k
ft myers / SW florida,19987,2013,gmc,sierra 1500,good,8,gas,automatic,4wd,pickup,150k-200k
ft myers / SW florida,19581,2021,ford,Genesis G70 2.0T automatic,good,5,gas,automatic,rwd,sedan,0-20k
oklahoma city,39500,1971,chevrolet,c10,good,5,gas,automatic,4wd,sedan,0-20k
others,19581,2016,bmw,4 series,good,4,gas,automatic,rwd,sedan,50k-100k
others,19581,2016,dodge,f-150,good,8,other,manual,fwd,other,0-20k
long island,15590,2010,bmw,1 series 128i convertible 2d,good,5,gas,other,rwd,convertible,50k-100k
albuquerque,21518,2018,ram,2500 slt 4x4,excellent,6,diesel,automatic,4wd,truck,50k-100k
others,25990,2019,honda,civic si sedan 4d,good,5,gas,other,fwd,sedan,0-20k
others,31590,2017,jeep,wrangler unlimited sport,good,6,gas,other,4wd,other,20k-50k
others,19581,2015,jeep,patriot,good,4,gas,automatic,4wd,SUV,50k-100k
others,40590,2018,audi,s5 premium plus coupe 2d,good,5,other,other,4wd,coupe,20k-50k
others,25000,2015,ford,f-150,like new,6,gas,automatic,4wd,pickup,150k-200k
others,21518,2018,ford,2018,good,5,diesel,automatic,4wd,sedan,100k-150k
others,43990,2013,mercedes-benz,sl-class sl 550,good,8,other,other,rwd,convertible,20k-50k
others,19581,2014,toyota,corolla s,good,5,gas,automatic,4wd,sedan,100k-150k
others,9257,2012,toyota,corolla,good,5,gas,automatic,fwd,sedan,100k-150k
others,21509,2017,ford,edge,good,6,gas,automatic,4wd,SUV,20k-50k
SF bay area,21500,2015,others,qx60 3.5 hybrid,excellent,5,hybrid,automatic,4wd,SUV,50k-100k
others,32990,2017,gmc,sierra 1500 double cab sle,good,6,other,other,4wd,pickup,20k-50k
others,19581,2014,gmc,sierra 1500,good,5,gas,automatic,4wd,sedan,50k-100k
tampa bay area,23900,2001,ford,f550 super duty,excellent,8,diesel,automatic,rwd,truck,100k-150k
others,8000,2004,ford,2004 STERLING L7500,good,5,diesel,automatic,4wd,sedan,200k-300k
others,29950,2017,bmw,440xi xdrive gran coupe,good,5,gas,automatic,4wd,sedan,50k-100k
oklahoma city,39900,2019,ford,f-350 super duty,excellent,8,gas,automatic,rwd,truck,0-20k
others,20998,2017,nissan,maxima,good,5,gas,automatic,fwd,sedan,50k-100k
grand rapids,21518,2010,ford,escape xlt awd,good,5,gas,automatic,4wd,sedan,100k-150k
others,9800,2011,bmw,528i,excellent,6,gas,automatic,rwd,sedan,100k-150k
others,19581,2013,nissan,altima,salvage,8,gas,automatic,rwd,sedan,500k+
pittsburgh,21518,1999,ford,f-350,good,10,gas,automatic,4wd,sedan,200k-300k
others,19581,2018,others,911,good,6,gas,automatic,4wd,other,0-20k
orlando,8490,2009,toyota,rav4,excellent,4,gas,automatic,fwd,SUV,100k-150k
others,19581,2017,ford,f-250,good,5,diesel,automatic,4wd,pickup,20k-50k
others,21518,2000,toyota,4runner sport edition,good,6,gas,automatic,4wd,sedan,150k-200k
others,19581,2011,ford,escape,fair,5,gas,manual,4wd,sedan,0-20k
others,10500,2010,audi,a5 quattro,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,9300,1972,volkswagen,beetle,good,5,gas,manual,4wd,sedan,50k-100k
others,19581,2007,toyota,camry,good,5,gas,automatic,fwd,sedan,150k-200k
others,15500,2009,ford,f550 super duty,like new,10,gas,automatic,4wd,sedan,200k-300k
others,21518,2008,chevrolet,silverado 1500 z-71 ltz,excellent,8,gas,automatic,4wd,truck,100k-150k
rochester,19581,2010,ford,mustang gt premium,good,8,other,automatic,rwd,coupe,50k-100k
others,12500,2008,lexus,gs 350,excellent,6,gas,automatic,4wd,sedan,50k-100k
SF bay area,34888,2003,others,911 carrera 4s 4 s,excellent,6,gas,manual,4wd,coupe,50k-100k
others,27900,2005,gmc,sierra 2500hd,excellent,8,diesel,automatic,4wd,pickup,100k-150k
new york city,19495,2014,ford,MASERATI GHIBLI,good,5,gas,automatic,4wd,sedan,50k-100k
others,29900,2011,ford,hino 268 reefer box truck,good,6,diesel,automatic,rwd,truck,200k-300k
others,19581,2017,subaru,brz,good,5,gas,automatic,rwd,coupe,20k-50k
others,12988,2007,toyota,highlander,excellent,6,gas,automatic,4wd,sedan,50k-100k
others,30590,2019,honda,ridgeline sport pickup 4d,good,5,other,other,4wd,pickup,20k-50k
others,18500,2011,chevrolet,silverado,good,5,gas,automatic,4wd,truck,50k-100k
south florida,11999,2011,cadillac,cts,excellent,6,gas,automatic,rwd,coupe,100k-150k
others,22995,2013,toyota,tacoma,excellent,6,gas,automatic,4wd,sedan,100k-150k
sacramento,8900,1990,ford,f250,good,5,gas,automatic,4wd,sedan,200k-300k
denver,19581,2001,chevrolet,blazer 4x4,fair,6,gas,automatic,4wd,van,100k-150k
south florida,11999,2014,acura,ilx 2.0l w/techsedan w/,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,19581,2018,hyundai,santa fe se,like new,4,gas,automatic,fwd,SUV,50k-100k
others,37583,2015,toyota,tundra,good,8,gas,automatic,4wd,truck,50k-100k
others,11499,2008,mercedes-benz,ml320 cdi,like new,6,diesel,automatic,4wd,SUV,50k-100k
others,20995,2017,ford,flex,good,5,gas,automatic,4wd,sedan,50k-100k
las vegas,29995,1966,ford,AMC Rambler,good,5,other,other,4wd,sedan,50k-100k
others,16590,2013,others,mkz sedan 4d,good,5,gas,other,fwd,sedan,50k-100k
others,21518,2004,ford,caddilac srx,excellent,8,gas,automatic,fwd,SUV,100k-150k
raleigh / durham / CH,39962,2008,chevrolet,silverado 2500hd lt,good,5,diesel,automatic,4wd,sedan,100k-150k
columbus,30990,2019,others,mx-5 miata grand touring,good,5,gas,other,rwd,other,0-20k
others,19581,2011,ford,ranger xl,good,6,gas,automatic,rwd,pickup,150k-200k
others,21518,2005,ford,escape limited,good,6,gas,automatic,4wd,SUV,100k-150k
minneapolis / st paul,24987,2017,dodge,"challenger xst, sleek,",good,6,gas,automatic,rwd,coupe,20k-50k
others,41999,2018,nissan,titan pro-4x,good,8,gas,automatic,4wd,pickup,20k-50k
others,21518,2010,toyota,yaris,good,5,gas,manual,4wd,sedan,50k-100k
others,21518,2006,bmw,325i,like new,5,gas,automatic,4wd,sedan,150k-200k
portland,21518,2008,others,s40,excellent,5,gas,automatic,4wd,sedan,100k-150k
others,34990,2018,jeep,grand cherokee trailhawk,good,6,gas,other,4wd,other,20k-50k
north jersey,21518,2013,dodge,avenger,good,5,gas,automatic,fwd,sedan,50k-100k
others,21518,2009,others,g6,good,5,gas,automatic,4wd,sedan,150k-200k
others,32000,2013,toyota,tundra rock warrior,excellent,8,gas,automatic,4wd,pickup,0-20k
others,18988,2020,kia,optima lx,good,5,other,automatic,fwd,sedan,0-20k
reno / tahoe,36990,2020,dodge,challenger r/t coupe 2d,good,5,other,other,rwd,coupe,0-20k
others,21518,2008,audi,a4 quattro,like new,4,gas,automatic,4wd,sedan,150k-200k
others,29969,2016,jeep,wrangler,good,5,gas,automatic,4wd,sedan,100k-150k
pittsburgh,21518,2006,subaru,forester,good,4,gas,automatic,4wd,hatchback,50k-100k
others,39590,2019,dodge,charger scat pack sedan 4d,good,5,other,other,rwd,sedan,0-20k
new york city,19581,2015,ford,trailer,excellent,5,other,other,4wd,sedan,0-20k
others,25993,2013,toyota,tacoma sr5,good,5,gas,automatic,4wd,sedan,0-20k
new york city,24590,2016,toyota,prius four hatchback 4d,good,5,other,other,fwd,hatchback,0-20k
others,17590,2013,cadillac,xts luxury collection,good,6,gas,other,fwd,sedan,50k-100k
others,12995,2010,toyota,highlander hybrid,good,6,hybrid,other,4wd,SUV,100k-150k
others,28590,2014,lexus,ls 460 sedan 4d,good,8,gas,automatic,4wd,sedan,50k-100k
south jersey,19581,2009,hyundai,accent,good,5,gas,automatic,4wd,sedan,100k-150k
others,9999,2007,mercedes-benz,benz s550,excellent,8,gas,automatic,rwd,sedan,100k-150k
others,9800,2013,ford,explorer,good,6,gas,automatic,rwd,SUV,150k-200k
spokane / coeur d'alene,24500,2016,bmw,435i xdrive,good,5,gas,manual,4wd,sedan,20k-50k
others,13980,2012,audi,q5 3.2 quattro premium plus,excellent,6,gas,automatic,4wd,SUV,100k-150k
raleigh / durham / CH,19581,2018,kia,forte,good,5,gas,automatic,4wd,sedan,50k-100k
others,23590,2017,nissan,frontier king cab sv,good,5,other,other,fwd,pickup,20k-50k
others,26998,2013,bmw,7 series,good,8,gas,automatic,rwd,sedan,20k-50k
others,19981,2014,ram,1500,good,5,gas,automatic,fwd,pickup,50k-100k
others,19581,2013,mercedes-benz,c-class,good,5,gas,automatic,4wd,sedan,50k-100k
phoenix,24590,2020,ford,fusion se hybrid sedan 4d,good,5,hybrid,other,fwd,sedan,0-20k
pittsburgh,41990,2014,mercedes-benz,s-class s 550,good,8,gas,other,rwd,sedan,20k-50k
others,12988,2016,jeep,compass,good,5,gas,automatic,4wd,hatchback,100k-150k
"washington, DC",11913,2012,ford,expedition,good,8,gas,automatic,4wd,wagon,150k-200k
minneapolis / st paul,19581,2015,ford,f-150 xlt,good,8,gas,automatic,4wd,sedan,50k-100k
detroit metro,21518,2011,chevrolet,silverado,fair,8,gas,automatic,4wd,truck,200k-300k
others,16675,2014,honda,cr-v,good,4,gas,automatic,fwd,SUV,50k-100k
others,19581,2016,chevrolet,silverado 1500 lt,excellent,8,gas,automatic,rwd,truck,100k-150k
others,30990,2015,toyota,tacoma double cab,good,6,gas,other,4wd,pickup,20k-50k
las vegas,21518,2009,toyota,prius,excellent,5,gas,automatic,4wd,sedan,200k-300k
others,19581,1983,mercedes-benz,benz 380 sec,fair,8,gas,automatic,rwd,coupe,150k-200k
sacramento,19581,1997,toyota,camry,good,5,gas,automatic,4wd,sedan,200k-300k
others,19581,2019,honda,hr-v lx,good,4,gas,automatic,4wd,SUV,50k-100k
others,12944,2004,ford,f-350,good,5,diesel,automatic,4wd,pickup,150k-200k
sacramento,19581,2019,jeep,grand cherokee,excellent,5,gas,automatic,4wd,sedan,20k-50k
long island,32990,2017,toyota,4runner sr5 sport utility,good,5,other,other,4wd,SUV,50k-100k
others,21518,2003,ford,saab 9-3,good,4,gas,automatic,fwd,sedan,150k-200k
rochester,19581,2013,hyundai,sonata,good,5,gas,automatic,4wd,sedan,50k-100k
others,21518,2010,others,mazda6 i touring,excellent,4,gas,automatic,fwd,sedan,0-20k
others,21518,2012,jeep,liberty,good,5,gas,automatic,4wd,sedan,150k-200k
cleveland,21518,2003,ford,explorer xlt,good,6,gas,automatic,4wd,sedan,100k-150k
others,19581,1974,dodge,dart swinger,fair,6,gas,automatic,rwd,coupe,50k-100k
others,19581,2002,ford,f-150,good,8,gas,automatic,4wd,truck,150k-200k
colorado springs,19581,2020,others,cx-5,good,5,gas,automatic,4wd,wagon,0-20k
others,21518,2008,nissan,rogue sl,good,4,gas,automatic,4wd,SUV,100k-150k
denver,23750,2014,ford,Freightliner M2,good,5,diesel,automatic,4wd,sedan,200k-300k
others,21998,2018,toyota,camry,good,4,gas,other,fwd,sedan,50k-100k
colorado springs,46999,2014,ram,5500,good,6,diesel,automatic,4wd,truck,100k-150k
rochester,21518,2008,nissan,sentra,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,29500,2011,ford,Kenworth  T-270 Box Van W/Tommy Gate,good,6,other,automatic,rwd,sedan,200k-300k
others,19581,2017,ram,pickup 2500,good,6,diesel,automatic,4wd,truck,100k-150k
others,21518,2003,others,park avenue,like new,5,gas,automatic,4wd,sedan,50k-100k
others,7995,2010,gmc,terrain,good,5,gas,automatic,4wd,sedan,50k-100k
others,13999,2017,others,mazda6,good,4,gas,automatic,fwd,sedan,50k-100k
others,12647,2013,toyota,venza le,good,5,other,automatic,4wd,other,100k-150k
portland,33881,2017,toyota,sienna,good,5,gas,automatic,fwd,wagon,20k-50k
central NJ,21518,2010,jeep,commander,good,6,gas,automatic,4wd,SUV,100k-150k
stockton,21338,2019,honda,civic sedan sport,good,4,gas,manual,fwd,sedan,20k-50k
stockton,11988,2005,ford,thunderbird,good,8,gas,automatic,rwd,convertible,50k-100k
milwaukee,14999,2004,ford,International DuraStar 4300,good,6,diesel,automatic,4wd,truck,200k-300k
others,19581,2016,toyota,rav4 se 4x4,like new,4,gas,automatic,4wd,SUV,0-20k
others,19581,1998,others,sunfire,salvage,5,gas,automatic,4wd,sedan,200k-300k
dallas / fort worth,19581,1999,honda,accord se,fair,4,gas,automatic,fwd,sedan,150k-200k
others,21518,2007,chevrolet,hhr lt,like new,6,gas,automatic,rwd,SUV,50k-100k
others,17000,2015,others,mkc,excellent,4,gas,automatic,4wd,SUV,50k-100k
others,21518,2016,dodge,f-150,good,8,other,manual,fwd,other,0-20k
phoenix,20590,2013,others,fx fx37 sport utility,good,5,other,other,4wd,other,50k-100k
minneapolis / st paul,27990,2019,chevrolet,equinox,good,5,gas,automatic,4wd,sedan,0-20k
cincinnati,19581,2008,others,f-150,excellent,8,gas,automatic,4wd,SUV,150k-200k
stockton,10682,2014,dodge,grand caravan,like new,6,gas,automatic,fwd,van,100k-150k
others,21698,2012,gmc,sierra 1500,good,5,gas,automatic,4wd,sedan,50k-100k
others,20500,2012,chevrolet,silverado 1500,good,8,gas,automatic,4wd,pickup,100k-150k
raleigh / durham / CH,40000,2015,toyota,sienna xle limited,excellent,5,gas,automatic,4wd,van,20k-50k
"kansas city, MO",21518,1995,chevrolet,silverado,fair,8,gas,automatic,4wd,pickup,200k-300k
others,38990,2017,jeep,wrangler unlimited rubicon,good,6,gas,other,4wd,other,20k-50k
baltimore,19581,2020,others,enclave,good,5,gas,automatic,4wd,SUV,0-20k
new york city,21518,2013,ford,Scion XD,like new,4,gas,automatic,fwd,hatchback,100k-150k
north jersey,21518,2012,others,mazda3,good,4,gas,automatic,fwd,sedan,150k-200k
chicago,21518,2012,ford,focus,good,4,gas,automatic,fwd,sedan,100k-150k
inland empire,21518,2006,others,fx35,good,6,gas,automatic,4wd,sedan,150k-200k
milwaukee,11487,2010,subaru,forester,good,4,gas,automatic,4wd,wagon,100k-150k
austin,19581,1973,toyota,fj40,excellent,6,gas,manual,4wd,sedan,0-20k
long island,19581,2006,chrysler,300,excellent,6,gas,automatic,4wd,sedan,100k-150k
dallas / fort worth,19581,2009,bmw,x5,excellent,8,gas,automatic,4wd,SUV,100k-150k
